"PG.ProteinAccessions","PG.Genes","Veh.1","Veh.2","Veh.3","Veh.4","Veh.5","Veh.6","Veh.7","Veh.8","GDF15.1","GDF15.2","GDF15.3","GDF15.4","GDF15.5","GDF15.6","GDF15.7","CR.1","CR.2","CR.3","CR.4","CR.5","CR.6","CR.7","CR.8","CR.9","CR.10","CR.11","CR.12","CR.13","CR.14","CR.15","CR.16","Protein"
"Q91YI0","Asl",63494.81641,35034.38281,62964.93359,57364.82031,90685.32031,82009.34375,112845.9844,78031.26563,19296.41602,16382.42969,,34692.23047,,70062.89844,11151.43945,31231.17969,30287.10742,32982.24219,42960.94141,62509.69141,48191.48047,66596.39063,61168.57031,36745.74219,35482.40234,18974.19336,25165.31836,31218.2793,28724.625,39816.82422,34974.44141,"ASL"
"Q91ZJ5","Ugp2",26214.30664,,,20941.35352,2798.399658,76264.125,23371.3457,3162.630859,,,,,,,,,,,,,,,2087.19751,,,,,,,,,"UGP2"
"Q921I1","Tf",189669600,157277920,157325872,183982400,177011152,190886672,207422688,206034032,173622640,151709696,163372288,169101808,154025104,200515664,177352656,181026176,178768544,178576496,176339296,225037696,187069152,182837392,190896192,165080800,182977312,169091920,166847696,173463408,171056176,161522016,194581440,"TF"
"Q922H1","Prmt3",,,16458.93164,,26787.28906,8166.302246,9753.282227,9817.902344,13624.58984,8117.446289,,10172.87988,,9338.890625,,11184.01367,11616.71777,25950.25,25126.1875,13261.05469,12580.22363,20880.27539,11766.70996,33185.73828,12831.44434,23891.55273,,21305.83594,15872.5293,17637.00781,,"PRMT3"
"Q99LC5","Etfa",1619.277832,2237.700928,1998.567017,2217.63208,2079.642334,847.2516479,2590.890381,1782.676514,940.3220825,930.0435791,1018.826782,1531.764404,870.8540649,1269.339355,1328.228027,1412.444336,1808.778687,,1056.289307,3230.712891,808.2674561,1498.616943,2152.521729,,1397.21936,734.62146,1006.728516,,882.5316772,1248.291016,992.0897217,"ETFA"
"Q99PT1","Arhgdia",,,,,,7919.493164,,,12358.37891,16502.19141,,,,9233.996094,,8023.317871,,,,,7169.302246,9474.916016,12981.65723,,16908.31836,,12365.6123,11200.46875,,17496.67383,,"ARHGDIA"
"Q9CPU0","Glo1",18694.58594,,17154.41992,,,12676.19922,5133.433105,,19842.23828,25284.5957,,,13124.60156,13997.0918,6081.252441,15303.43066,8262.611328,,14642.29785,9564.743164,19075.91406,13271.86133,16659.89063,8167.29834,22217.7832,,16498.31445,11677.02344,,23501,7263.598145,"GLO1"
"Q9CPY7","Lap3",88437.46875,40313.17578,49010.98047,100516.3672,120569.3359,91010.27344,125191.6406,110782.2344,20953.98047,21514.27539,19795.63477,23805.20313,24270.14258,54398.73047,26522.58203,43613.66016,34288.10547,52655.48438,54116.34766,173835.9375,82785.625,103980.625,111440.8047,38079.15625,54416.95703,31456.41406,30527.24219,40708.72656,37303.03906,55214.39063,53633.08984,"LAP3"
"Q9CQF9","Pcyox1",91867.46094,69841.88281,73816.125,99813.32813,87717.78125,95040.625,96021.54688,106035.0469,58981.39844,53807.01953,61423.41016,59788.41016,64777.95313,78178.28125,58955.09766,75333.71094,77187.28906,81371.25,86617.05469,52635.52344,77724.22656,86658.42188,80520.26563,59135.25,75078.53906,61523.44531,61556.84766,59527.6875,70194.77344,72291.07813,76727.69531,"PCYOX1"
"Q9CQW3","Proz",146652.0781,115600.2266,150254.7656,134563.5469,126794.4453,123359.2734,127819.9219,112292.6484,141025.9375,165089.9844,149035.5,149305.8281,155064.2969,133787.875,144291.5156,140033,138126.9063,122136.3359,137164.7344,76015.4375,134766.1563,112699.1563,138648.0313,136615.0156,126691.0234,127582.4063,145824.0938,132500.8438,149726.8281,130507.7891,136457.25,"PROZ"
"Q9CR35","Ctrb1",18744.97266,37654.35547,27065.49219,28796.19141,27430.44922,30388.75,20901.11719,25853.00781,21128.01758,59464.22266,24369.11719,15949.53027,61699.91797,21017.44531,14585.70996,40940.03906,16462.38281,19674.4082,24583.99609,19562.95703,26288.49805,14635.28906,,27008.89844,11788.30957,28359.34375,12342.53906,19426.74609,26355.30664,25404.89258,16625.16797,"CTRB1"
"Q9CYX7","Rrp15",654290.25,594738,586724.8125,674915.5,617615.375,,660224.4375,453187.8438,,403317.4688,434586.5,419830.4063,327944.375,562670.5625,424850.8438,506483.7813,,,518171.5313,,1304485.875,486285.8125,663525.9375,,93885.96094,399435.1563,436066.3125,80954.90625,112609.1563,473068.2188,1472502,"RRP15"
"Q9CZT5","Vasn",,,,,2579.10791,,,2170.875488,,,2097.899414,,,1890.251099,2341.07251,14453.46191,19839.14258,,,5785.480469,4483.52832,4136.643555,4409.111816,,,4547.37793,3493.800781,2985.844727,,,5232.237305,"VASN"
"Q9D1B1","Cst6",41196.84766,35615.70313,44948.06641,45159.37109,34463.71875,39297.3125,37537.26563,34232.04688,37330.10938,35590.13281,27821.16797,34804.87891,29369.89648,26364.64063,32105.03125,57400.24609,66547.25781,54780.6875,53924.53516,46551.81641,59989.92578,50128.43359,47316.80078,36650.57422,65883.14063,52945.23047,62645.17578,66382.35938,54635.01172,55886.91016,56948.86719,"CST6"
"Q9D3H2","Obp1a",,20411.05469,18734.60938,,,10741.46289,17802.29688,8417.481445,,31117.92383,,,,,,,17418.12695,9050.771484,,8862.347656,,,,,6260.58252,,5517.144531,5969.260254,,30392.16602,14659.58887,"OBP1A"
"Q9DB76","Emc9",21471.72852,21132.62109,17206.07227,16213.31055,18114.82617,16312.32813,16604.45117,16744.0918,19278.46289,15506.98633,17831.2793,16397.83594,19031.09961,16845.71875,17728.17383,19889.28711,19847.32227,17887.97461,19823.88281,10307.2998,18898.64453,19359.69727,9972.99707,20088.85352,14537.36426,15303.5498,12538.70313,13731.52832,10497.66016,18298.9668,11453.69629,"EMC9"
"Q9DBB9","Cpn2",4960982.5,4795035,4527356,4661594,4747391,5003876,4719597.5,5149653,4934271.5,4960963.5,4904239.5,4953258,5157854.5,5176785,5080994,5019473,4990523,5007292.5,4797673.5,4083452,4870877.5,5118495,5451823,5330681.5,4446477.5,4540537.5,4617293.5,4301083.5,4557552,4069784.25,4734749,"CPN2"
"Q9DBD0","Ica",1269971.875,1192083,1228249.75,1256842.25,1266790.75,1248001.875,1312930.5,1350753.25,1333197.75,1164407.375,1229486.5,1271428.5,1322915.625,1304545.125,1284314.375,1256180.875,1288940.75,1249183.125,1248819.75,1117684.625,1319824.875,1214001.75,1172900.875,1318065.5,1263830.75,1267484.25,1314787.25,1262767.625,1298898,1260571.125,1320568.125,"ICA"
"Q9DD06","Rarres2",27900.6875,16540.76367,27994.08008,26601.14063,22859.77734,25974.78711,29818.65234,31146.44727,17653.0918,15811.25977,22181.08789,21538.63867,21702.75781,21385.72852,20324.53516,11163.41699,21346.87891,25341.38672,25877.39844,19763.5293,28529.54883,21939.10352,23513.23438,15322.98145,21998.94922,18677.79297,25658.51172,20788.97461,20229.10352,,22722.45117,"RARRES2"
"Q9EQI5","Ppbp",1218189.5,1260921.75,528344.625,749727.125,361185.2813,1134289,375332.9063,90015.20313,300628.4375,1611425,148093.4219,261694.4219,174592.9688,339798.5625,549375.125,728425.9375,472848.875,542408.0625,289830.7813,456706,1116559,1045451,552616.5,1488889.625,2647789.75,293153.8438,1298626,2483762.25,303230.1563,1510284.125,950922.125,"PPBP"
"Q9EQR4;Q9QX15","Clca3a2;Clca3a1",,,,,,18537.72461,,2137.682373,,,,,,,,,,2525.580322,,5259.098145,,,,,4585.414551,,,,,,,"CLCA3A2;CLCA3A1"
"Q9ER05","Ctrl",,,,,,,,12056.37207,10391.74414,8100.047363,12330.31055,,24323.1543,6911.444824,,13115.54004,,12255.93945,,,12369.26758,,,11564.62012,,12688.93359,,9113.582031,,,,"CTRL"
"Q9ESY9","Ifi30",7242.635742,,1315.604858,6705.925781,6660.348633,6226.685059,5470.349609,7124.566406,5734.887207,6769.855469,6478.879883,,6049.753906,8362.851563,6543.858398,,7041.727051,,6795.955078,11542.63477,,6028.942871,,4999.003906,7687.036133,4673.816406,6032.913086,6136.53125,7531.598145,8682.119141,7150.460938,"IFI30"
"Q9ET01","Pygl",52428.60938,44612.3125,43331.67578,37215.14063,71014.10938,43517.50391,58512.28516,50211.28906,15213.54102,22697.8418,15109.07422,11143.44531,,30563.14648,12086.38184,18606.49023,21749.49414,,33033.04297,28892.01367,31186.3418,30518.98047,16886.88281,20800.46094,17700.10938,12941.03711,16113.54004,20716.87305,,26643.34766,22052.8418,"PYGL"
"Q9JHH6","Cpb2",869543.375,655252.1875,781218.9375,977683.75,903512.5,882190,928149.75,950544.9375,655310.5,779407.4375,713402.4375,771658.75,786364.9375,1012644.938,624787.4375,942378,852323.125,887427.125,902403.125,719614.75,896648.9375,1003527.125,1032031.938,709756.5625,770402.125,709001.5625,663787.8125,691514.1875,838491.6875,904908.625,822386.8125,"CPB2"
"Q9JJN5","Cpn1",1062952.375,1023235.688,964520.125,981158.1875,1066447.625,1020195.688,988968.4375,1039009.188,1040704.188,1070745.125,1002983.188,948489.4375,1062886.625,1014752,1031641.625,998700.3125,1055846.875,1088527.125,1048962,840005.4375,1021292.5,982692.125,990827.25,1017107.063,959034.5,981880,1100683.25,1022401.563,1089843.125,937228.75,1052467.625,"CPN1"
"Q9JLJ2","Aldh9a1",,,,8052.890137,8415.509766,5985.366699,12453.625,3305.335205,,,,,,2663.812012,,,,,4186.454102,10686.41895,5015.583496,12498.87305,13762.51172,,4564.64502,,3212.208252,3528.502441,,4065.854004,5744.90918,"ALDH9A1"
"Q9QUM9","Psma6",47832.03516,35745.15625,28669.68555,46473.30859,54229.91016,43564.26563,51053.32813,49835,32078.99414,31648.8125,27407.64453,24768.24414,31855.14258,37492.42969,37600.86719,33857.32422,30992.15234,33740.39453,36674.89453,78536.48438,36522.39063,51999.16797,50531.65625,29226.41602,37780.88672,30006.43945,29071.79297,37944.03125,25876.4375,30579.09375,31714.77344,"PSMA6"
"Q9QUN9","Dkk3",11353.07813,,16305.53418,18466.95313,4719.238281,14310.29297,12423.23633,11865.20703,14803.99121,11510.63965,19303.81641,15254.84668,15179.30176,12416.63672,,17019.55273,21571.44141,,17186.69336,23592.04688,18199.14258,,13326.09863,12965.33496,13599.47656,10429.43457,16491.5293,15198.1377,16632.63867,16519.45898,11811.24512,"DKK3"
"Q9QWK4","Cd5l",4757162,4526267.5,5574474,6372176,5164870,4828645.5,4408374,4600090.5,4030626.5,2710167,3146057.5,4143377,3078276,3206610.75,3874642.75,3989582.25,4402704.5,4753523,4819814,7308182.5,3620801,5432521,6339797.5,4591569.5,4677869,5289938.5,3826843.25,4808513,4687821.5,4168668.75,4920826.5,"CD5L"
"Q9QXC1","Fetub",1137219.375,1198264,1126713.875,1136683.125,946900.5625,1053362.125,1063379.375,1040012.875,1396533.75,1403865.375,1443365.375,1410958.75,1333224,1192923,1382157.5,1220914.5,1490165.875,1182904,1236772,952039.875,1267898,1072672.875,1200209.625,1350845,1222543.375,1318801.625,1343889.5,1263348.75,1382339.875,1238995.625,1363796.25,"FETUB"
"Q9QXD6","Fbp1",35378.23828,,,10307.15234,10724.54883,9074.84668,16780.72852,8619.958008,,,,,,,,,,,,12639.77832,3796.158936,,8890.739258,,,,,,,,,"FBP1"
"Q9QXF8","Gnmt",23049.20508,,,6483.404785,12623.32422,30088.49609,18697.29492,8561.917969,,,,,,15626.97559,,,,,15592.76465,21683.77344,22123.07227,25468.875,25636.30469,11927.77832,21503.77539,,,11305.84766,,17737.4375,13520.47949,"GNMT"
"Q9QZ39","St6galnac1",2286748.5,754269.75,1469362.375,292532.9375,2511580.75,502140.1563,580273.625,519151.9063,602165.6875,541572.5,618735.75,522565.9375,549358.875,498423.6563,265110.8125,739971.6875,775632.75,2695190.75,2006046.375,496605.625,894757.5625,1316919.75,617249.625,2379347.75,790683.0625,1849729.125,581570.75,2256843,1733737.75,2038766.625,648412,"ST6GALNAC1"
"Q9R098","Hgfac",319211.5938,269026.6875,325047.75,332008.3438,299726.0938,304761.7813,292886.9688,282358.8438,289430.2188,264002.125,277358.625,279305.6875,301724.5313,279833.8125,263641.8125,313663.5938,364413.4688,318811.875,352037.7813,150378.2031,334646.9375,298067.125,290105.75,275668.125,335204.0313,314495.125,341338.5313,407723.25,358181.3125,349354.625,335167.7813,"HGFAC"
"Q9R0E2","Plod1",6709.497559,7202.365723,6780.258301,4025.969727,10511.73145,8892.058594,7573.243652,11539.88281,7368.96582,5794.700195,5455.496094,7073.337891,6888.258301,6746.058105,7134.20166,5867.278809,6099.756836,8440.047852,7880.976563,7737.197266,8183.016113,7583.643555,7550.57959,9901.432617,5496.803223,6786.389648,6195.839355,7606.237305,6695.134766,6386.486328,6437.671875,"PLOD1"
"Q9R0G6","Comp",3025.737305,2937.352783,3162.373047,2760.555176,2971.984863,3068.042969,2774.667236,3660.229492,4179.248047,3911.596924,3753.296387,4813.432129,2803.768555,2653.638428,5489.797852,3687.612061,4326.113281,4336.779785,3092.463135,7682.970215,3372.147217,3959.257568,3392.392822,3392.287842,4738.03125,3236.379883,2159.698486,2088.624512,2573.272949,2038.200195,1806.943726,"COMP"
"Q9R0H0","Acox1",5199.44873,,,3215.759033,5790.231445,5164.65332,8075.42627,4767.25293,,,,,,1976.688232,,,,,,,3829.614258,,2961.865234,,,,,,,,,"ACOX1"
"Q9R100","Cdh17",21500.39648,21380.50586,,,27021.95508,,,3868.601074,2548.707764,,,1628.177368,20945.63281,,,,,,13103.87207,16255.43848,5776.905762,,,,,12900.2627,22330.87109,5153.188477,13355.05371,,,"CDH17"
"Q9R111","Gda",28001.21484,27723.39844,29266.55859,22479.43945,22943.01367,23471.93555,29445.67773,20459.22266,32036.39453,38002.23828,18103.28516,18045.5293,26566.10938,27185.13281,19432.9707,29705.95313,23085.38672,21942.30664,26896.70508,26670.85547,23642.20508,26156.03516,28156.83008,18800.19531,28085.00586,14801.47754,27351.92578,17207.37109,14059.07324,32336.62891,15055.5918,"GDA"
"Q9R182","Angptl3",26289.45313,,6247.934082,30117.28906,23697.01953,26137.43555,23947.00586,22661.28906,15302.57813,26147.45898,8341.898438,14489.7002,14630.10352,21280.56641,21398.10742,21225.77539,19762.12891,22053.65625,20343.79297,,21517.87695,18252.25,23425.8457,15487.70996,22445.1582,18482.97461,28262.41406,22027.29492,18169.26563,23974.40625,16250.07129,"ANGPTL3"
"Q9R1P0","Psma4",85979.8125,45864.95703,54181.86328,71703.99219,85943.0625,80143.39063,100965.6328,75066.64844,53659.48047,55556.20313,43250.625,46733.20313,56126.00391,62113.89453,57035.99609,60231.67969,45073.74609,55699.27344,70592.55469,125265.6719,76595.64844,87014.72656,90539.39844,48104.35938,68762.6875,44876.55469,49733.77344,61308.14063,42245.69531,61824.76953,55442.68359,"PSMA4"
"Q9R1P1","Psmb3",35358.875,28250.86328,24413.17578,43222.56641,39339.45703,34354.13281,41713.41797,38696.05859,24301.41992,24430.53516,23072.08789,21518.27734,23532.11523,26394.27344,27133.09375,26816.57813,24090.39453,25397.16992,29158.86133,63322.26563,31287.70313,36202.41406,36261.57422,19678.80859,30118.46289,20337.07422,21616.94727,25844.11133,18663.60742,26606.25195,27334.64063,"PSMB3"
"Q9R1P3","Psmb2",2345994.75,2080211,1901383.875,2101239,2168506.25,2401701.75,2686722.5,2514631.25,1727145.875,2138517.75,1766203,1511392.125,1604811.25,1510063.5,1504434.25,1825660.375,1581523.875,1303104,1583338.125,2597126.75,1954927.25,2008112.25,2264466.75,1599026.5,1854170.5,1143673.125,1359340,1422311.75,1482736.75,1537031.875,1464335,"PSMB2"
"Q9R1P4","Psma1",147489.4688,85747.71094,96918.60938,165573.1875,150433.9063,145382.1875,166773.4219,144036.7031,95979.02344,103352.6406,90505.32813,82750.21875,96426.03906,110648.5938,99255.42969,109572.6719,93989.67969,113596.0703,113147.3047,216581.8906,99983.15625,156461.875,158336.7969,90421.97656,100095.6016,75064.71875,79524.94531,103695.9922,84305.10156,92942.86719,109365.0234,"PSMA1"
"Q9WTR5","Cdh13",,,,,34296.84375,7896.972656,7203.523926,,,,6175.103027,,7287.696777,6460.933594,,,,,,8648.519531,5536.856445,,,,,,,,,,7996.88623,"CDH13"
"Q9WVH9","Fbln5",71956.76563,100372.5625,76805.63281,64212.95703,63868.28125,68118.11719,63476.17188,58983.19531,72341.44531,71053.58594,66756.21875,72107.08594,71474.35156,61551.51563,71026.01563,64847.58984,78161.88281,83572.70313,69377.5625,72649.60938,81717.54688,74825.6875,62247.98828,84123.07813,77945.78906,68319.0625,71898.84375,77315.34375,64497.47266,66460.89063,52167.47656,"FBLN5"
"Q9WVJ3","Cpq",136406.1719,133861.0156,123399.25,133728.6875,123724.625,135456.5156,136707.1719,141080.375,134950.5938,130738.0313,129929.1719,138236,123827.8281,146572.1563,141586.0313,126516.3125,133549.8125,139805.2031,133595.7813,157343.0625,156244.3438,140271.5469,133546.2656,107997.6797,134927.5,127036.9531,122425.9141,131289.6563,129434.6094,142154.5938,137464.9844,"CPQ"
