"PG.ProteinAccessions","PG.Genes","Veh.1","Veh.2","Veh.3","Veh.4","Veh.5","Veh.6","Veh.7","Veh.8","GDF15.1","GDF15.2","GDF15.3","GDF15.4","GDF15.5","GDF15.6","GDF15.7","CR.1","CR.2","CR.3","CR.4","CR.5","CR.6","CR.7","CR.8","CR.9","CR.10","CR.11","CR.12","CR.13","CR.14","CR.15","CR.16","Protein"
"A0A0R4J039;Q9ESB3","Hrg",6574161,6182086.5,6048659,6586631,5176944.5,6440537,6196630.5,6014932,6208558,6435122,5962116.5,6710192.5,6239830.5,6597708.5,5727360.5,5992575.5,5842332.5,6191851.5,6010222,3972510.25,6003737,5761690.5,6375615.5,6865986,6613163,6057599.5,5765777,6327792,6597171.5,6627875.5,6257415,"HRG"
"A0A0R4J052;D3YWI0;E9PYA3;E9Q2H8;G5E8T9;Q99KB8","Hagh",17489.10547,17831.77734,10221.90918,,14554.15137,,21792.09375,,22696.13086,27282.23047,6223.564453,15967.45508,21456.99414,12368.09961,8172.63623,18958.43945,7296.07959,,15638.93848,,17339.67383,17308.21484,20283.69922,18677.12695,23623.9043,,16973.91016,14397.72656,,18658.15234,5041.928711,"HAGH"
"A0A0R4J0E1","Fgl1",,,,,,12026.0918,14832.73047,15645.36816,19431.51758,14243.21973,,16386.83203,10813.30664,24107.89844,14403.47363,8819.942383,7933.541504,,10471.79199,13711.4834,,9927.203125,9561.261719,11443.56445,,10406.76563,8288.242188,8554.234375,10826.30371,11664.58789,9589.151367,"FGL1"
"A0A0R4J0H5;A0A140T8R4;Q6S5C2","Gnptg",26975.08594,51125.76172,56451.09375,13097.78516,26133.75781,22810.02539,28963.1543,31043.38477,12552.86816,14718.2207,18359.95898,23747.31836,22213.37305,25231.05469,22063.53516,,,26958.07422,24764.32422,19368,30065.32227,25347.19336,22811.62109,19297.72852,31205.57227,25261.95117,25103.10938,31033.18359,30805.22461,28998.29102,29613.82031,"GNPTG"
"A0A0R4J0I1","Serpina3k",13275058,24275414,15740675,10418923,14647667,10884172,12103851,14253794,16298990,16852536,16154597,15019589,17068178,10393137,13094443,12311395,14191301,13305288,13340848,5305196,9594251,10342444,7494605,20401902,12842062,15001003,16569286,11316834,11978588,13279314,13141197,"SERPINA3K"
"A0A0R4J0I9;Q91ZX7","Lrp1",24328.23047,31784.45117,28150.89453,27143.51172,26511.80078,25072.59961,24351.81836,26221.49805,23226.86523,20749.35938,23161.59766,22577.45117,22537.5918,23414.78516,22904.08594,23949.35742,25479.48438,27867.11133,24551.10938,29413.00195,23646.375,24128.3457,24329.47656,26487.58789,28578.75977,22731.25586,25024.13086,23704.86719,24225.20898,26229.63477,24065.93945,"LRP1"
"A0A0R4J0M4;Q91V80","Apof",31898.80859,30020.24023,23442.76758,23954.87109,29409.19336,31894.625,36134.80469,34315.47266,24730.27344,26362.91797,26702.83594,32469.01758,28220.41602,36531.66406,26164.79492,26956.91406,17983.24023,17335.76563,22551.91797,21028.85352,27225.47656,24990.85938,31812.00781,21246.53711,34823.61328,25210.11133,26639.08203,22924.58203,21953.3125,38092.69922,20831.13867,"APOF"
"A0A0R4J0M6;Q3SXB8","Colec11",83891.97656,99436.35156,104842.7344,102490.1953,86983.09375,90036.33594,109344.7031,108699.6875,69108.75781,61219.98438,64671.83594,73708.27344,81823.28125,81021.83594,70681.39063,81607.28906,70576.42188,93209.23438,95300.14844,135587.4219,101016.0391,100672.2578,129679.8359,88227.41406,101174.4375,86239.82031,84835.84375,94967.30469,95082.45313,115759.3594,107074.2422,"COLEC11"
"A0A0R4J0Q4;P97873","Loxl1",20428.66602,22756.04102,20228.15039,20657.07813,20793.48438,19764.4043,19532.16211,21150.63477,22550.07422,19757.23047,19981.27344,21452.82617,19951.78125,18688.74219,21313.11523,20873.41797,23584.44531,21045.77148,21904.81445,25606.76953,21042.76758,23905.89258,19203.97852,24803.08789,22254.50781,23300.05469,22351.14063,22172.67969,19750.76758,17388.50781,22548.14453,"LOXL1"
"A0A0R4J0R8;O88803","Lect2",2028.516235,,2209.039551,,2815.720703,3260.852295,4332.828613,3569.451416,,,,1025.355835,,3203.295654,,2406.778564,,,2764.948242,,,3228.761963,3063.263428,1617.791992,2066.84375,2249.205566,2363.79248,,2715.364258,2843.591553,2665.451172,"LECT2"
"A0A0R4J0S2;P70389","Igfals",538786.5,531673,517978.2813,500727.3438,461341.5625,495076.5625,479246.1563,398868.6563,485644.7813,483221.8125,548268.3125,570946.875,505834.7813,474431.6563,533169.0625,467170.625,560227.9375,492460,436988.125,318642.1875,489948.5625,424929.5938,549815.0625,552509.5625,508316.75,515154.3125,499061.4063,521011,510123.0313,463692.1563,497089.3125,"IGFALS"
"A0A0R4J131;Q8CIF4","Btd",131649.9219,124009.8359,140504.0625,129188.7109,139839.75,148179.4375,131502.75,142909.9063,120209.7031,101001.625,114878.6172,120861.5156,128105.4141,124211.0547,119988.6406,136669.7344,138859.2813,120873.6563,137874.4375,102985.8125,149262.5469,124928.5,168738.4531,113109.5703,145408.4219,111418.4453,118187.3984,118730.8984,100497.1797,114229.7578,125221.5547,"BTD"
"A0A0R4J135;G3UWK0;P17563;Q63836","Selenbp2;Selenbp2;Selenbp1;Selenbp2",16740.69531,,,13946.1416,20175.70313,20021.66211,11509.47559,16132.35938,,10145.625,,,,14782.61621,,,,,15081.58789,12454.1377,13717.85254,15610.57422,19882.42383,8850.182617,18183.33008,,10366.85742,13717.36914,,18034.15039,,"SELENBP2;SELENBP1"
"A0A0R4J1N1","Itih4",653749.4375,618742.875,648831.8125,657673.5,682660.4375,625258.5,607348.3125,739439.5625,775584.4375,980911.375,870119.9375,988785.125,693345.3125,1093147.5,813940.0625,733860.9375,662230.25,670458.125,657776.3125,894195.6875,765833.9375,664121,873153.4375,720659,583746.625,621929.4375,531584.5,667954.9375,875398.4375,895792,559220.8125,"ITIH4"
"A0A0R4J1N3;E9QP56;P33622","Apoc3",5350215,5095445.5,4762675,6245792,5265181.5,4699307.5,6751583,5350350.5,4973902.5,3862167.25,4024721.75,3594114.75,3954156.75,5066282.5,3099674.75,5479870,4171610,4833110.5,5041450,999051,3623537.5,4347188.5,3421963.5,4123299.25,5571566.5,4571784.5,5855515.5,5934960,5775356.5,5148667.5,6495045.5,"APOC3"
"A0A0R4J207;E0CZ58;E9QQ18","Prg4",32565.93359,20525.77539,27508.95898,28654.54102,24572.63281,33548.66406,29547.58008,34415.6875,18795.97266,22453.31641,19303.86328,19726.89453,27217.56055,33879.86328,14988.0293,23160.61328,15236.1377,18334.54102,18080.43359,20953.49805,28341.55273,31690.84961,34691.23438,18368.79688,24538.95508,14668.02148,22484.44141,18235.17969,19224.73047,27444.42383,21697.03711,"PRG4"
"A0A0R4J256","Psmb9",8974.878906,3281.166016,11051.30273,3508.241699,12456.89453,,11075.86133,10292.14355,8781.295898,,10136.72559,6734.806641,8392.542969,6928.337402,10724.37207,8465.171875,7149.212402,9880.87207,,18803.62305,10493.58984,9355.298828,14168.77051,9124.813477,11209.80469,7812.540039,7641.834473,8442.802734,6948.887695,8158.505371,7377.189453,"PSMB9"
"A0A140T8M0","Igkv1-117",34505.76563,47806.80859,56530.99219,64164.11328,80830.07031,46862.06641,63868.625,73316.94531,86590.0625,61125.6875,34718.10156,67710.60156,109627.7969,52833.60547,71182.89063,71656.75781,209446.75,39556.61328,41357.88281,180191.2813,111265.7656,75150.49219,48353.92969,49187.86719,96195.10156,65293.16406,66531.39063,84919.96094,65660.14844,27248.41016,53354.74219,"IGKV1-117"
"A0A140T8M2","Igkv12-44",1451827.375,1625442.75,4347682,566576.0625,737736.5625,648616.4375,2621665.75,1115194.125,1455058.5,1259586.25,438125.4063,657417.9375,789739.5,495228.25,692806,1073953.625,660994.75,836648.375,875732.25,1292407.875,1992820.125,1017568.188,420367.4375,326718.875,402072.5313,778656,748978.3125,1326788.875,834754.9375,749647.0625,506017.75,"IGKV12-44"
"A0A140T8M3","Igkv8-30",19261.33789,62152.54297,53754.57422,44069.10938,272876.125,78182.21875,64821.41016,27891.07813,228717.2969,455200.125,29242.57813,39343.34766,51321.59375,29123.69336,58464.91797,125153.4688,34916.61328,78532.30469,25575.3418,113117.3203,60075.00391,60082.30859,33941.57422,65146.73438,49288.14063,118842.4688,38074.66797,56552.48047,94046.10938,131899.375,62497.45703,"IGKV8-30"
"A0A140T8M4","Igkv8-19",88742.78906,74792.875,61604.63281,64523.62891,59770.16016,330146.5938,36013.62109,46196.15234,50789.02344,57844.9375,58468.45703,41672.98047,53573.82813,22146.74609,99620.53125,106695.6016,23466.08203,31057.92773,54607.34766,90733.42969,24204.20898,29959.37891,44407.03906,83463.57031,82485.125,49057.44141,29281.33008,74217.20313,68132.125,24031.80469,67134.96875,"IGKV8-19"
"A0A140T8M5","Igkv6-15",368978.8438,734150,634611.125,242342.875,451490.0938,291884.25,561172.6875,417276.1875,745446.1875,546712.125,529889.9375,542879.3125,2395202,337990.9688,553137.6875,740333.625,394804.0625,870771.5,335716.6563,1842126.25,299904.6563,285290.6875,493196.9688,381230.6563,582405.5625,566738.75,1349926.625,412779.2188,480809.0938,1229104.25,291898.0313,"IGKV6-15"
"A0A140T8M9","Igkv1-122",,,,,307157.125,,,,,,1353965,,,,11625430,447364.5938,,,,,,,806040.0625,,,311202.4063,,,,,547861.8125,"IGKV1-122"
"A0A140T8N0;P01639","Igkv9-120;Gm5571",337370.6875,411966.0313,225637.9844,376173.7188,103276.7266,324120.375,331910.0938,86488.85156,147945.7969,333521.5313,131882.3906,239055.5469,364930.4063,166624.1406,100605.6563,568827.6875,159397.9219,686468,101918.7266,335113.1563,60400.28906,120097.1797,82561.65625,122761.3984,58197.32813,253601.0469,365833,307791.8125,397108.0625,97513.32813,279506.1563,"IGKV9-120;GM5571"
"A0A140T8N2;P01642","Igkv5-48;Gm10881",211785.25,336730.2813,1035229.5,310912.5313,730597.75,312713.1875,307169.25,510398.875,716533.75,612882.875,288336.4063,312368.1563,284910.2188,161213.0625,350778.8438,456498.8438,272485.125,403684,793491.8125,710884,311420.75,296292.3125,256823.1563,285356.2188,5869362,406067.75,257547.7969,307874.6563,767549.25,182635.6563,316469.375,"IGKV5-48;GM10881"
"A0A140T8N4","Igkv5-37",,,107808.8203,24560.58398,,,,,86902.77344,,33626.48047,233178.9219,26553.27734,9900.55957,,39723.82422,25088.98242,,33716.90234,75069.49219,,,,,56645.85547,,,41323.77734,,,25187.32813,"IGKV5-37"
"A0A140T8N5","Igkv6-23",116140.5703,102192.0078,124836.375,46950.23828,46307.77734,53762.12891,102066.6797,93345.59375,59424.89453,63047.75,48068.69141,78571.22656,56586.61719,34183.75,77117.47656,35656.24219,38063.16406,90708.89844,28583.34766,115304.4844,45431.02734,85046.10156,33236.96094,28746.91211,9193.354492,64878.87891,34434.46875,68075.6875,35641.33594,63011.83203,24667.8125,"IGKV6-23"
"A0A140T8N8","Igkv9-123",,,,,,,59431.29688,,,32530.48438,,,,,,,,,,71851.75,,,32991.50781,,,,,,39613.67969,,,"IGKV9-123"
"A0A140T8N9","Igkv6-32",118331.2813,92688.14063,118472.0938,59690.47656,60395.55469,63486.35156,45522.27734,34682.03516,95879.47656,42975.24609,66821.57031,158151.4531,68820.5625,127108.1406,66688.79688,80361.32813,30586.07031,61498.22266,42027.89844,64960.70703,34848.58984,51631.41406,76651.69531,35237.63281,22867.89453,47066.50781,19667.14063,48449.05078,30655.81055,24524.04883,47053.1875,"IGKV6-32"
"A0A140T8P1","Igkv6-14",24374.4668,115421.5391,,27689.25977,21347.97852,54829.60547,70008.34375,42350.58203,39114.35547,20489.91797,74295.96875,173041.1719,41930.69531,22170.1582,,71184.70313,20958.01758,45183.59766,,94324.61719,,30293.62695,,53736.28125,,,24157.45703,,38198.6875,,19187.80664,"IGKV6-14"
"A0A140T8P2","Igkv6-20",1075819.625,2589434.25,1690226.25,1256131.125,1947746.375,1286631.125,1952871.25,3071930.5,1649230.375,1065510,1035652.563,895143.9375,1277040.25,708568.875,2521738.75,586931.6875,1453200,5323333,732008.875,2804642.5,754954.9375,1470084.625,1186979.5,1002528.375,601560.1875,1275037.875,656883.4375,826272.75,599787.3125,201867.9844,2486089.25,"IGKV6-20"
"A0A140T8P3","Igkv15-103",48495.18359,,31440.28906,,53070.80469,26898.24219,71656.83594,,24088.35742,58422.83203,35398.37109,27289.0293,18576.08398,,33242.63281,28633.59766,25561.13477,96553.97656,5656.224121,75258.4375,28942.96094,48949.23828,30369.88281,21902.78906,25994.38867,23610.89453,26741.56055,22670.94141,115582.125,11837.13477,23344.98828,"IGKV15-103"
"A0A140T8P4","Igkv3-9",,,20196.03906,34280.38281,,43855.82031,73230.45313,92361.3125,113103.375,155594.75,39007.54297,323160.5625,78850.36719,,125401.6563,473415.4063,113049.875,114090.0703,302946.6563,1147693.25,,18476.24414,824514,21178.62891,,59504.92969,23751.29492,157673.3594,105771.6406,,54808.91406,"IGKV3-9"
"A0A140T8P6","Igkv12-46",304980.6563,253522.7813,1025707.875,218050.5625,394595.4375,271103.2188,378128.9375,300324.1875,1079429.125,896767.1875,202626.25,262903.1563,158093.2813,183230.4063,444529.1563,247527.6406,589501.5,440750.125,258368.8281,503784.5625,309071.5313,632926.1875,270893.3438,454796.3438,301414.8438,928712.875,409623.3125,873214.4375,198324.7969,104672.8906,235419.6875,"IGKV12-46"
"A0A140T8P7","Igkv8-21",97784.375,85196.07031,2051397.75,20710634,107651.6719,109956.4922,166185.8594,82697.29688,47081.23047,60095.41406,208708.7969,65744.57813,71443.55469,57317.34375,84735.71875,112773.1641,130531.9219,164569.2344,98494.67188,230145.3125,89064.03125,109751.0391,63189.62109,84334.98438,493524.7188,124961.3281,71618.92188,221110.3906,199431.5156,90183.75781,75529.90625,"IGKV8-21"
"A0A140T8P9;P01638","Igkv14-111;",302337.1563,619901.5625,494787.9688,208158.8281,582046.1875,671122.6875,302158.6875,386565.9375,984496.125,647532.0625,549001.3125,526302.5,747637.1875,192208.4531,477845.875,521135,409278.5625,256600.0938,278376.5,9880048,223094.8438,823664.5625,352539.8125,503094,369343,441784.4375,529933.4375,720245.5,404260.0313,149577.5,351938.8438,"IGKV14-111"
"A0A140T8Q1;P01635","Igkv12-41;",43390.94141,34329.76953,334212.4063,138280.5313,167871.25,55835.28906,139055.5781,68081.90625,282143.3438,101874.7734,43318.30469,67687.67969,133504.4375,42308.05469,50168.01953,83681.25781,85298.19531,56268.40234,46624.26172,243104.5938,32983.94922,99678.48438,40779.73828,54020.08984,44777.5625,111915.7422,140455.1563,123634.4297,52016.66016,,113054.2969,"IGKV12-41"
"A0A140T8Q3","Igkv6-17",1287695.125,3230576,2593593.25,1175150.25,1231507.25,1081083.5,1111078.25,2054728.25,1931266.25,1362923.75,1118160.625,1920149,1994753.125,759062,3352250.75,984249.75,824270.1875,1676718.75,848310.5625,2544997.5,1048189.813,1621196.5,1818961.875,886804.75,938223.375,1330585.125,1138846.75,914367.1875,1069418.75,912094.3125,1252572.625,"IGKV6-17"
"A0A1B0GQV5;P05367","Saa2",93093.74219,47264.41797,57935.20313,74558.78906,69224.83594,177211.3906,234772.4688,175217.4375,,,,122935.4844,56026.64844,146567.3281,101794.9688,144026.1563,36943.25391,108171.3906,127110.1797,,118381.875,190023.375,191971.0781,70893.53906,79387.15625,96553.58594,82941.35156,88133.74219,203366.7031,95909.6875,135058.4688,"SAA2"
"A0A1B0GSR9;P06151;Q564E2","Ldha",59163.34766,,94879.64844,37826.82422,52287.80469,44489.25781,86319.53906,54920.24219,28453.91992,38131.45703,13151.18359,21256.48633,26787.05273,33935.45313,,30079.23438,23175.17773,24701.84961,35948.25391,83673.76563,36338.41406,42373.94141,65919.46875,23208.5957,34447.10547,19026.27734,28408.875,33053.09375,15664.7334,44119.05859,26604.66211,"LDHA"
"A0A1B0GT50;Q9Z0M9","Il18bp",25802.81445,,34509.14453,32632.92969,24562.56055,28523.38086,26737.63477,30000.60547,14890.02441,21671.3125,20678.80078,29990.26172,24881.95313,34288.22266,21393.71484,26184.34766,28602.51953,26749.83008,23866.85547,55855.73828,28855.57227,32628.4082,34363.74219,23005.71289,28069.08984,21828.89648,20427.49414,22711.02539,29147.14453,41026.56641,29738.54492,"IL18BP"
"A0A1C7CYU3;Q02819","Nucb1",,,,9467.269531,,6721.659668,8041.59668,11051.2998,9775.983398,9979.623047,10928.31836,7913.443848,6635.078125,8368.625977,9141.804688,,8745.662109,6467.780273,4742.606445,12097.51074,8536.773438,7711.508301,15029.11523,9777.695313,8840.580078,7112.781738,8546.494141,9553.334961,7473.167969,7461.244629,9923.040039,"NUCB1"
"A0A1W2P733;Q922D8","Mthfd1",19575.79297,,10557.81348,18932.58594,8770.37207,18816.24609,26787.68164,17610.72461,,7094.427734,,4630.941895,6038.785156,10056.94434,6290.527832,10280.10156,5334.240723,9780.06543,12051.82617,21022.31641,15126.95117,24440.14648,29072.17188,7511.281738,10077.01465,6158.316406,,10231.95313,5889.28418,10827.47266,8887.490234,"MTHFD1"
"A0A1W2P788;P45700","Man1a;Man1a1",109538.0625,92237.89844,115489.0391,118072.7109,114306.3438,126053.0078,125715.3516,126861.1875,99409.53125,90368.73438,105204.6719,106210.7969,103468.6016,116136.0781,103811.3516,99825.64063,105150.9375,103821,111707.0859,99146.00781,112379.0547,106557,113433.5078,106302.2891,116295.5078,113165.5859,105990.3594,119095.1406,119367.1406,116897.4219,109485.0859,"MAN1A;MAN1A1"
"A0A1W2P7F1;Q8CFG8","C1s2;C1sb",,,42512.15625,,18901.05078,40669.23047,26862.16797,34277.76172,41103.12891,33956.80859,26635.18164,30116.47656,30036.7793,45872.03906,28275.67188,42158.32813,39858.87109,,37214.28516,28846.66602,27800.57617,33139.04297,57910.30078,30795.65039,31242.49023,34804.78125,28468.03711,33666.66406,33711.33984,43913.32813,33654.15625,"C1S2;C1SB"
"A0A1W2P863;Q04690","Nf1",17521.11133,23564.51758,16984.29102,22073.68164,40515.59766,34262.10547,39627.19922,44657.53516,45805.80859,48427.50781,38429.49219,51970.21875,41624.52344,46316.07813,44423.59375,36126.78516,39841.87109,30536.08203,37675.47266,74564.8125,64651.16016,57443.75781,49162.07422,32481.22852,49576.76172,48929.21484,40875.80469,41590.11719,33284.17188,56830.73047,35387.39453,"NF1"
"A2A513;P02535","Krt10",172977.3438,32329.2832,78338.09375,99969.46875,92166.55469,116530.2344,65813.82031,67169.60156,90303.57031,21032.04688,49723.11719,56820.40234,60651.98438,48623.5,44946.31641,108272.3359,133688.4063,,43866.87891,157919.5469,43478.96094,31799.70703,75479.96875,69772.83594,36303.85156,88436.42969,75961.60938,83162.67969,66880.14063,53623.125,118974.7188,"KRT10"
"A2A7A7;Q8CFX1","H6pd",5656.032715,,9045.509766,3181.567383,5943.160645,7305.664551,9127.317383,12946.46289,4317.996582,5513.57959,6209.951172,6340.478027,5384.685059,9398.389648,,,7739.614258,,6186.736816,10839.32422,7835.276367,9227.847656,10366.31348,6089.843262,6699.680664,,5265.266602,6143.230957,6783.269531,8811.616211,9141.932617,"H6PD"
"A2A8L5","Ptprf",15293.22461,21812.0293,15761.82031,15369.64551,9430.116211,13728.52539,10883.58594,13761.26855,10176.55469,9026.919922,12351.88672,11157.60156,15102.93457,9280.505859,12821.42773,14797.60547,17371.23828,14177.75879,12686.4668,14250.28906,18242.48828,14646.50977,16355.58301,13924.5918,12685.11816,13968.17188,13744.41309,15796.66797,16103.86914,21824.36133,13376.96094,"PTPRF"
"A2A997;Q8K182","C8a",471100.9688,956797.0625,910949.1875,456201.9063,498316.0938,441331.4063,389742.25,430121.625,1054728.875,1266911.375,1109684.75,882991,1060151.125,446379.4063,693491.25,639484.5,771324.6875,680672.625,635500.0625,927005.75,493747.5625,377832.9375,375455.3125,1013777.375,652200.6875,732233.9375,903377,767062.1875,811665.1875,750805.6875,657755.1875,"C8A"
"A2AEN9","Gm5938",,,,,,12441.43945,13291.61035,,,20480.43359,,,,,,,19716.13086,,,,,,,,,,,,,30938.72656,12105.68457,"GM5938"
"A2APM1;A2APM2;A2APM3;A2APM4;A2APM5;E9QKM8;P15379;Q3U8S1;Q80X37","Cd44",,,,,,,,9905.442383,,8799.542969,,8275.367188,,,9861.354492,,,,,15315.44531,,10303.00391,,9592.546875,11787.44531,9197.53125,10175.86914,,,9940.109375,,"CD44"
"A2AS37","AI182371",131371.5781,138070.25,136576.3125,138064.3281,118230.5625,127704.9375,128420.3984,126785.0547,148207.5938,130064.2578,139589.75,143845.3906,147348.0313,140845.9375,130815.2656,129627.0938,128211.4063,127208.8906,134664.8125,80084.92188,130818.1953,119529.1797,126595.8906,130696.3281,148298,143690.2969,128845.3281,152589.5938,151120.7188,153173.6094,134695.4063,"AI182371"
"A2AUR7;Q01730;Q9D031","Rsu1",,,7541.164551,,,,,1252.908813,,4697.70459,,,,,,,,,,3822.890137,2388.386719,2649.577881,5530.900879,2240.621826,3670.330566,,,,,,,"RSU1"
"A3KGE4;G3X9Q7;O88998;Q8R357","Olfm1",17720.93164,65748.1875,11856.53711,13936.2373,28341.77539,28040.4707,,23211.15234,28450.89258,30222.95117,27264.79102,19539.21289,19988.52148,20705.52344,29325.80273,30894.12891,38538.17188,,23965.76953,36624.94531,22466.72852,20476.74023,19420.43945,22194.11133,37279.34375,27569.35547,22347.73242,19525.45508,20966.2207,,18323.95117,"OLFM1"
"A6H6E2","Mmrn2",,,,,,,,,,,,,,,,,,,,25797.20703,,,,,,,,,,,,"MMRN2"
"A6X935","Itih4",5346908,4971649,5499392,5640408,5269616,5668556,5527973,6274161.5,6116999.5,7837022.5,7150512,7756792.5,5455120.5,9030099,6926723.5,6509247,5634514.5,5506914,5397992,5920555.5,6069760.5,5701577,6178969,5359516,5256704,5308570,4897970.5,5500414,6611247.5,6785684,5123749,"ITIH4"
"A8DUK4","Hbbt1",44693660,36022796,33045404,28133012,32096970,38121768,63703960,11370246,85017512,98834136,21847146,24557760,56757828,58008272,22797186,59139076,33642076,36960040,52967584,16454772,45008840,58001508,55086392,31128754,92439672,33131068,86955752,64007860,18709466,82317704,19889474,"HBBT1"
"B0R1E3;P70349","Hint1",11861.62207,,,,,7102.63916,10049.31445,,13320.4082,15467.18359,,,10872.99121,13002.41992,,11816.0498,,,,,8747.214844,12194.96191,,,19441.13086,,15009.27637,12427.88281,,18649.27344,,"HINT1"
"B1AQX6;B1AQX7;B1AQX8;B1AQX9;Q9QWI6","Srcin1",349360.9375,250140,175326.4375,371917.125,188405.0625,244813.9375,309486.5938,236178.8125,120831.7813,103140.5781,94790.79688,125242.5313,79135.17188,192450.4531,30846.56836,154774.75,97985.72656,96885.3125,129908.7031,,28136.12891,154552.5781,,151063.4219,334110.4688,190884.0625,243231.0938,214146.2813,204396.8906,369777.4063,266865.2188,"SRCIN1"
"B1B507;P18337","Sell",57907.57813,75992.35938,61750.55078,62198.70703,66093.74219,54201.05469,53320.87891,55342.97656,54433.46094,57198.80859,54902.90625,55414.26172,55738.87109,54429.21875,66627.3125,50217.45703,53372.96484,54434.62109,59434.51563,100072.8359,47288.55859,46613.83203,48134.24219,43764.05078,50201.28125,46716.52344,48293.35156,44848.37109,47137.92188,37286.25,55329.61328,"SELL"
"B2RRC9;Q06194","F8",,,5775.021973,2523.773926,5220.833008,7529.422363,5670.185547,6046.56543,6656.020996,,8133.358398,3361.945313,,,5696.063965,,,8020.45752,7518.166504,,4962.87793,5479.902832,4411.81543,,,5291.354492,3597.833008,,7813.109863,,2326.864258,"F8"
"B2RS76","Cpb1",55290.81641,5558.953125,2895.170654,1999.409302,1568.213867,,7581.785156,5758.886719,2392.625488,9862.120117,11325.62305,4853.656738,2428.694824,4308.247559,6616.05127,26216.11328,,9339.780273,3757.275391,,5357.838379,2469.885742,,6980.930664,1432.14856,5873.901367,10520.2627,11056.00293,,7116.181152,1897.771606,"CPB1"
"B5THE2","Mgam",109757.5313,85356.64844,98754.33594,103535.6797,96874.83594,93685.33594,88692.72656,82560.23438,94664.92969,76792.63281,81323.14063,84002.6875,119037.4922,67301.46094,116302.7266,84438.55469,119383.9688,98046.94531,109512.6172,82249.83594,108351.4766,99362.27344,102812.7734,106247.25,126328.4297,110333.3047,109036.1328,117214.1328,98527.65625,68433.95313,107889.3203,"MGAM"
"B7ZCG3;P07743","Bpifa2",27846.95898,37039.74219,26442.125,22658.83789,32055.92969,24103.60547,35813.25,22552.97266,26144.00781,32014.11328,43615.30859,25900.03125,254341.0156,22445.91602,23051.33789,35681.21875,72705.82031,46321.36719,30856.89453,31245.30273,45463.07422,62030.28125,45085.8125,214146.5,22870.75,26207.89258,29809.51953,18497.23828,32636.98242,241189.7344,24176.86523,"BPIFA2"
"B8JJN0","Gm20547",4531088,3328296,4393309.5,4900191,4631318,4832451.5,5005270,3760744.75,3645234,4024019.25,4063397.5,4324760.5,4384744.5,5672794.5,4314719,4836153,4541877,4412748.5,4425382.5,4579653,5396044.5,5070241,5546940,3961719.75,4563284.5,4121250.5,4113564,4548261,4710855.5,4775164,3968218.75,"GM20547"
"B9EHT6","Fn1",1338237.375,1240845,1620459.125,1460705.375,1223698.75,1245985.5,1347552.25,1357820.75,1442127.375,1461885.25,1449295.25,1497226.125,1536084,1492237.875,1264744.875,1482432,1312762.125,1349658.5,1241501.5,818001.0625,1455506.75,1317324.625,1992648.25,1521173.5,1411294.625,1142542.5,1351432.25,1207557.25,1204476.125,1174142,988913.9375,"FN1"
"B9EJA3;E9PVW8;E9Q7I7;G3UWK6;G3UX60;G3UY75;G3UYU6;Q5SPA9;Q64487","Ptprd",14101.84961,,11278.67188,14131.40332,13454.39063,11750.12109,13356.09961,11558.94434,10244.9502,,,9454.548828,,10958.53711,11917.59375,,8533.385742,9670.916992,11037.9043,5013.572754,,10880.92969,13004.39258,11182.93555,15189.49023,14052.69336,12666.42285,,12703.60645,13401.55176,13541.52246,"PTPRD"
"CON__P00761","NaN",53274704,53673292,52732128,55722584,51134408,47128600,47349180,49106656,58553668,50138396,57645268,59146984,59422816,55009996,57930884,55149848,65202264,50553472,51452160,63305812,54968608,52359100,55550228,48893120,57836820,55220520,60913460,61118644,52951360,49299840,52596340,
"CON__P01966","NaN",67671856,51549460,48051088,40743452,48117888,53752904,83076448,14577438,110423760,123122192,28469462,30467642,64879252,82619200,30399010,80468280,43539456,55006564,68285464,24261274,61949752,69386720,61638412,40035020,128875536,41318396,104642200,78559224,20634026,110742248,26351990,
"CON__P02538","NaN",9551.589844,,,,,16063.44238,8013.141113,,,,10274.48145,,,6938.774902,,,11393.2207,,,,,,,,,,21658.75,,,,,
"CON__P02538|CON__P13647","NaN",69962.8125,,,,,,256474.9219,775794.8125,,,,,,,,,,,,,,,,,,,,,,,,
"CON__P02676","NaN",122221.4766,209632.9531,148051.0938,154701.1875,120753.3828,116512.3203,108422.7656,106735.1563,162280.9063,172166.1094,140227.0469,179317.6719,126124.7266,119157.8203,102790.6172,101370.9922,57628.58594,148834.3594,125058.9453,71505.33594,164921.7656,176920.5,173202.1719,71942.42188,118075.5156,86398.64063,103652.3203,77540.5,75618.92969,93950.48438,87280.44531,
"CON__P02768-1","NaN",2031118.875,1573041.5,1218602.875,497941.2188,2095016.5,605613.4375,639238.375,699494.625,615770.25,558714.0625,740970.25,474294.4063,474169,645588.125,499419.1563,822835.3125,741930.9375,1401751.375,1293701.75,566572.6875,728628.5625,761725.9375,609612.875,1172438.75,519014.5313,832113.8125,538965.75,1041080.125,870160.9375,1075251.5,495204.2813,
"CON__P02769","NaN",344321856,417027104,324229600,443097024,303131936,328417120,346714368,263631040,381642080,325430976,359012640,368673984,362168160,326678720,381507808,330727584,407958272,388036352,366752608,392248672,378052096,345733184,415169568,343645920,399718848,338820256,377032256,383875776,302852672,379912320,375385984,
